"","date","zip","resp","diar","pop","hh.size","lat","long"
"1701",2020-03-04,"06334",0,1,6619,1,41.546748,-72.179573
"1702",2020-03-04,"06335",0,0,7203,1,41.439648,-72.062324
"1703",2020-03-04,"06336",0,0,7805,3,41.580798,-72.194556
"1704",2020-03-04,"06339",0,0,7669,1,41.4442295,-71.9988785
"1705",2020-03-04,"06340",0,0,8262,1,41.358567831,-72.035169
"1706",2020-03-04,"06351",1,0,7946,3,41.599186,-71.962785
"1707",2020-03-04,"06354",1,1,6348,4,41.7048385,-71.8489915
"1708",2020-03-04,"06355",3,2,6779,4,41.376712004,-71.9765675
"1709",2020-03-04,"06357",0,0,7269,1,41.331056721,-72.215723
"1710",2020-03-04,"06359",0,0,8105,2,41.472796406,-71.87991184
"1711",2020-03-04,"06360",0,0,8372,2,41.536679,-72.0022545
"1712",2020-03-04,"06365",0,0,8366,2,41.519179,-71.95439
"1713",2020-03-04,"06370",0,1,6507,3,41.4645975,-72.188621
"1714",2020-03-04,"06371",0,1,6415,2,41.359299358,-72.33961925
"1715",2020-03-04,"06373",0,0,7287,1,41.669529314,-71.8055435
"1716",2020-03-04,"06374",0,0,8958,2,41.69105,-71.909045
"1717",2020-03-04,"06375",0,0,6667,2,41.398998,-72.1329215
"1718",2020-03-04,"06376",0,0,8129,2,41.2947745,-72.256424
"1719",2020-03-04,"06377",0,0,6633,1,41.720241757,-71.81899347
"1720",2020-03-04,"06378",0,0,6909,2,41.380467223,-71.9177436
"1721",2020-03-04,"06379",0,0,8732,3,41.368473572,-71.86416896
"1722",2020-03-04,"06380",0,0,9008,1,41.570348,-72.0544705
"1723",2020-03-04,"06382",0,0,6595,2,41.461548,-72.130872
"1724",2020-03-04,"06384",0,0,7362,1,41.5770525,-71.86072971
"1725",2020-03-04,"06385",2,1,7004,3,41.359548,-72.1602215
"1726",2020-03-04,"06401",0,0,7789,2,41.3432825,-73.0706515
"1727",2020-03-04,"06403",0,0,8139,2,41.418219,-73.0588355
"1728",2020-03-04,"06405",0,0,7150,1,41.28827042,-72.794942
"1729",2020-03-04,"06409",0,0,8192,3,41.3488045,-72.4178625
"1730",2020-03-04,"06410",2,1,8036,4,41.505947,-72.9081225
"1731",2020-03-04,"06412",0,0,8202,1,41.403088,-72.483442
"1732",2020-03-04,"06413",0,0,7284,2,41.298622694,-72.53628225
"1733",2020-03-04,"06415",0,0,7637,1,41.5471395,-72.343027
"1734",2020-03-04,"06416",0,0,6518,2,41.606102,-72.66779
"1735",2020-03-04,"06417",0,0,7912,2,41.367911,-72.4540115
"1736",2020-03-04,"06418",0,0,6294,2,41.327146,-73.0815475
"1737",2020-03-04,"06419",0,0,8835,2,41.376444,-72.583236
"1738",2020-03-04,"06420",0,0,8456,1,41.4858115,-72.267777
"1739",2020-03-04,"06422",0,0,7034,2,41.4617685,-72.6775505
"1740",2020-03-04,"06423",0,0,7508,1,41.477734,-72.390982
"1741",2020-03-04,"06424",0,0,8099,2,41.5572605,-72.4947215
"1742",2020-03-04,"06426",0,0,8312,2,41.352391,-72.3999315
"1743",2020-03-04,"06430",0,0,7009,3,41.174596,-73.28431
"1744",2020-03-04,"06432",0,0,6626,1,41.196246,-73.2446085
"1745",2020-03-04,"06437",1,0,7014,3,41.3391385,-72.690719
"1746",2020-03-04,"06438",0,0,6512,1,41.4601525,-72.4975835
"1747",2020-03-04,"06441",0,0,6914,1,41.4628325,-72.580045
"1748",2020-03-04,"06442",0,0,7207,2,41.344698,-72.444631
"1749",2020-03-04,"06443",0,0,7867,1,41.3443485,-72.60872551
"1750",2020-03-04,"06447",0,0,7111,2,41.636349,-72.4567795
"1751",2020-03-04,"06450",0,0,6817,3,41.537225,-72.7800865
"1752",2020-03-04,"06451",0,0,9683,1,41.5422135,-72.8195295
"1753",2020-03-04,"06455",0,0,6810,1,41.518291,-72.7130475
"1754",2020-03-04,"06457",0,0,7069,2,41.5496975,-72.653095
"1755",2020-03-04,"06460",0,0,7446,2,41.2240965,-73.05286363
"1756",2020-03-04,"06468",0,0,7797,1,41.3418455,-73.231708
"1757",2020-03-04,"06469",0,0,9136,1,41.5061835,-72.4430765
"1758",2020-03-04,"06470",2,0,7363,3,41.394745,-73.3142115
"1759",2020-03-04,"06471",0,0,8351,2,41.338597,-72.782892
"1760",2020-03-04,"06472",0,0,6651,2,41.376419,-72.7691915
"1761",2020-03-04,"06473",2,2,7767,3,41.383447,-72.8634905
"1762",2020-03-04,"06475",1,0,6844,3,41.301433,-72.390459
"1763",2020-03-04,"06477",0,0,8352,1,41.279497,-73.03295
"1764",2020-03-04,"06478",7,5,6894,5,41.42863,-73.1428835
"1765",2020-03-04,"06479",0,0,7735,2,41.576095,-72.9006965
"1766",2020-03-04,"06480",0,0,8754,2,41.583827,-72.587932
"1767",2020-03-04,"06481",0,0,6537,1,41.5344515,-72.700163
"1768",2020-03-04,"06482",0,0,8075,2,41.4047505,-73.250359
"1769",2020-03-04,"06483",0,0,6803,2,41.384598,-73.0943275
"1770",2020-03-04,"06484",0,0,8700,1,41.315846,-73.135431
"1771",2020-03-04,"06488",0,1,7459,3,41.4674795,-73.240607
"1772",2020-03-04,"06489",0,0,7461,1,41.600498,-72.876422
"1773",2020-03-04,"06490",0,0,7838,2,41.143267183,-73.293099
"1774",2020-03-04,"06492",0,0,8185,1,41.456603,-72.810266
"1775",2020-03-04,"06498",0,0,8753,2,41.308923975,-72.46529632
"1776",2020-03-04,"06504",2,0,7959,1,41.303647,-72.934946
"1777",2020-03-04,"06510",2,0,7949,2,41.307697,-72.926446
"1778",2020-03-04,"06511",2,0,7844,2,41.308047,-72.923896
"1779",2020-03-04,"06512",8,0,7110,3,41.283747,-72.864094
"1780",2020-03-04,"06513",0,0,6381,1,41.315426,-72.8627945
"1781",2020-03-04,"06514",0,0,7337,2,41.3721665,-72.941369
"1782",2020-03-04,"06515",0,0,7479,1,41.3305385,-72.9685975
"1783",2020-03-04,"06516",0,0,7444,2,41.274447,-72.95767324
"1784",2020-03-04,"06517",0,0,6595,2,41.345797,-72.904446
"1785",2020-03-04,"06518",0,1,8992,2,41.417547,-72.907346
"1786",2020-03-04,"06519",9,0,8322,3,41.293447,-72.9385965
"1787",2020-03-04,"06524",0,0,6147,3,41.4298385,-72.993253
"1788",2020-03-04,"06525",0,0,7770,3,41.3530465,-73.0017995
"1789",2020-03-04,"06604",0,0,7023,1,41.188977,-73.211005
"1790",2020-03-04,"06605",0,0,7816,1,41.161449194,-73.216557
"1791",2020-03-04,"06606",1,2,7498,4,41.208796,-73.2115575
"1792",2020-03-04,"06607",0,0,8143,2,41.1762965,-73.1663045
"1793",2020-03-04,"06608",0,0,8335,1,41.188746,-73.180356
"1794",2020-03-04,"06610",0,0,6243,2,41.206646,-73.171405
"1795",2020-03-04,"06611",0,0,9437,1,41.259907,-73.208257
"1796",2020-03-04,"06612",0,0,7935,2,41.2725455,-73.302861
"1797",2020-03-04,"06614",0,0,7393,1,41.230496,-73.1257035
"1798",2020-03-04,"06615",0,0,7436,2,41.1729465,-73.13923432
"1799",2020-03-04,"06702",0,0,7080,3,41.559746,-73.0431255
"1800",2020-03-04,"06704",0,0,8053,2,41.582897,-73.033901
"1801",2020-03-04,"06705",0,0,6981,2,41.551547,-72.992688
"1802",2020-03-04,"06706",0,0,8370,1,41.534596,-73.0231505
"1803",2020-03-04,"06708",0,1,7440,3,41.543396,-73.065152
"1804",2020-03-04,"06710",0,0,6563,3,41.5696465,-73.0468515
"1805",2020-03-04,"06712",0,0,7206,1,41.499397,-72.976401
"1806",2020-03-04,"06716",0,0,6379,2,41.598854,-72.9775585
"1807",2020-03-04,"06750",1,0,7491,2,41.7249315,-73.2564865
"1808",2020-03-04,"06751",0,0,7663,1,41.6421055,-73.211003
"1809",2020-03-04,"06752",0,0,8991,1,41.517055,-73.358267
"1810",2020-03-04,"06754",0,0,6693,1,41.7976265,-73.3687625
"1811",2020-03-04,"06755",0,0,7620,1,41.646678,-73.480072
"1812",2020-03-04,"06756",0,0,9044,1,41.8488635,-73.2362045
"1813",2020-03-04,"06757",0,0,8177,2,41.728729495,-73.44868737
"1814",2020-03-04,"06759",0,0,7427,1,41.7560665,-73.2157455
"1815",2020-03-04,"06762",0,0,7203,2,41.528874,-73.117314
"1816",2020-03-04,"06763",0,1,6819,2,41.69008,-73.211809
"1817",2020-03-04,"06770",0,0,7755,3,41.487842,-73.061246
"1818",2020-03-04,"06776",0,0,7812,2,41.5873105,-73.4159895
"1819",2020-03-04,"06777",0,0,7571,1,41.708186,-73.3326235
"1820",2020-03-04,"06778",0,0,7291,2,41.694945,-73.108706
"1821",2020-03-04,"06779",0,0,6477,3,41.5953465,-73.080253
"1822",2020-03-04,"06782",0,0,8147,1,41.6576475,-73.047044
"1823",2020-03-04,"06783",0,0,6892,2,41.553791,-73.301041
"1824",2020-03-04,"06784",0,0,7390,1,41.581341899,-73.48735161
"1825",2020-03-04,"06785",0,1,6928,3,41.7081015,-73.448479
"1826",2020-03-04,"06786",0,0,7804,1,41.6642475,-73.019497
"1827",2020-03-04,"06787",0,0,8060,1,41.679492,-73.102229
"1828",2020-03-04,"06790",0,0,7134,2,41.8393655,-73.1254955
"1829",2020-03-04,"06791",0,0,7731,2,41.720315,-73.060313
"1830",2020-03-04,"06793",0,0,6568,1,41.636105,-73.297241
"1831",2020-03-04,"06794",0,0,6149,1,41.6413695,-73.3239855
"1832",2020-03-04,"06795",2,0,8106,3,41.615246,-73.117246
"1833",2020-03-04,"06796",0,0,7334,2,41.874194,-73.3521925
"1834",2020-03-04,"06798",0,0,7936,3,41.562687,-73.2062455
"1835",2020-03-04,"06801",0,0,7422,3,41.3806945,-73.3915145
"1836",2020-03-04,"06804",0,0,6295,1,41.4673445,-73.388264
"1837",2020-03-04,"06807",0,0,8262,1,41.0620965,-73.5880685
"1838",2020-03-04,"06810",0,0,6796,3,41.3781445,-73.4690945
"1839",2020-03-04,"06811",0,0,8313,1,41.423144,-73.47701706
"1840",2020-03-04,"06812",0,1,7934,3,41.486794,-73.4910675
"1841",2020-03-04,"06820",0,0,7418,2,41.0753465,-73.481017
"1842",2020-03-04,"06830",0,0,6673,2,41.0422335,-73.62692
"1843",2020-03-04,"06831",0,0,7586,1,41.081675289,-73.6635725
"1844",2020-03-04,"06840",0,1,8912,3,41.162787137,-73.50212314
"1845",2020-03-04,"06850",0,0,8236,1,41.127096,-73.442314
"1846",2020-03-04,"06851",0,0,7934,1,41.139596,-73.405613
"1847",2020-03-04,"06853",0,0,7550,2,41.0694885,-73.4376635
"1848",2020-03-04,"06854",0,0,7827,2,41.091746,-73.4320135
"1849",2020-03-04,"06855",0,0,7445,3,41.102351341,-73.3981625
"1850",2020-03-04,"06870",0,0,6996,3,41.0330965,-73.5693675
"1851",2020-03-04,"06877",0,0,8180,2,41.307351587,-73.4947135
"1852",2020-03-04,"06878",0,0,6660,1,41.03435812,-73.5826185
"1853",2020-03-04,"06880",0,0,7524,2,41.144796454,-73.3427615
"1854",2020-03-04,"06883",0,0,7116,1,41.2246455,-73.3775635
"1855",2020-03-04,"06896",0,0,6906,1,41.302195,-73.388264
"1856",2020-03-04,"06897",0,0,6801,1,41.209449,-73.44091207
"1857",2020-03-04,"06901",1,0,8444,3,41.0526965,-73.5356165
"1858",2020-03-04,"06902",0,0,6849,1,41.0609965,-73.542467
"1859",2020-03-04,"06903",0,0,6518,1,41.126685418,-73.570019
"1860",2020-03-04,"06905",0,0,7258,1,41.085846,-73.5449175
"1861",2020-03-04,"06906",0,0,7898,1,41.077346,-73.5208165
"1862",2020-03-04,"06907",1,1,7072,4,41.097796,-73.5188285
"1863",2020-03-05,"06001",0,0,6618,1,41.7922485,-72.8546215
"1864",2020-03-05,"06002",0,0,6949,2,41.852748,-72.736193
"1865",2020-03-05,"06010",0,0,6295,2,41.681598,-72.940477
"1866",2020-03-05,"06013",0,0,7777,1,41.7586945,-72.95751
"1867",2020-03-05,"06016",0,0,8025,1,41.9068475,-72.5516315
"1868",2020-03-05,"06018",0,1,8353,2,42.021107878,-73.29613924
"1869",2020-03-05,"06019",0,2,9038,3,41.852411,-72.8994735
"1870",2020-03-05,"06020",0,0,7409,1,41.8742965,-72.8993385
"1871",2020-03-05,"06021",0,0,7938,1,42.016421379,-73.1119775
"1872",2020-03-05,"06022",0,0,7138,2,41.866526,-72.920646
"1873",2020-03-05,"06023",0,0,7539,1,41.6139485,-72.7205765
"1874",2020-03-05,"06024",0,0,7230,2,42.021986,-73.269836
"1875",2020-03-05,"06026",0,0,8688,1,41.9385965,-72.735138
"1876",2020-03-05,"06027",0,2,6976,4,42.004306649,-72.913469
"1877",2020-03-05,"06029",0,0,7215,2,41.907197,-72.4231275
"1878",2020-03-05,"06031",1,0,7372,2,41.946962,-73.3304885
"1879",2020-03-05,"06032",0,0,7960,1,41.725199,-72.8295075
"1880",2020-03-05,"06033",0,0,7295,1,41.703899,-72.5461325
"1881",2020-03-05,"06035",0,0,7555,1,41.960306365,-72.79614
"1882",2020-03-05,"06037",0,0,6709,3,41.603448,-72.7762915
"1883",2020-03-05,"06039",0,0,6303,2,41.967320505,-73.43203767
"1884",2020-03-05,"06040",0,0,6193,2,41.7770485,-72.523631
"1885",2020-03-05,"06043",0,0,7412,1,41.766929,-72.438478
"1886",2020-03-05,"06051",0,0,8556,1,41.666649,-72.769641
"1887",2020-03-05,"06052",0,0,7542,2,41.6571985,-72.8041925
"1888",2020-03-05,"06053",0,0,7575,2,41.690297,-72.7906915
"1889",2020-03-05,"06057",0,0,6948,2,41.85597,-73.0064315
"1890",2020-03-05,"06058",1,0,8470,2,41.959432588,-73.199483
"1891",2020-03-05,"06059",0,0,8048,2,41.928609,-72.916584
"1892",2020-03-05,"06060",0,0,8383,2,41.996753,-72.8444925
"1893",2020-03-05,"06062",0,0,8372,1,41.6738525,-72.8539445
"1894",2020-03-05,"06063",0,0,5711,2,41.9320325,-72.966924
"1895",2020-03-05,"06065",1,0,6607,1,41.976322423,-73.02232
"1896",2020-03-05,"06066",0,0,6782,1,41.8358975,-72.4632105
"1897",2020-03-05,"06067",0,0,8042,1,41.657749,-72.662687
"1898",2020-03-05,"06068",1,0,8758,3,42.0082755,-73.41461884
"1899",2020-03-05,"06069",0,0,8183,2,41.855067717,-73.44148419
"1900",2020-03-05,"06070",0,0,6861,1,41.868613,-72.8216415
"1901",2020-03-05,"06071",0,0,7242,1,41.9908563,-72.4517345
"1902",2020-03-05,"06073",0,0,7504,1,41.663449,-72.554933
"1903",2020-03-05,"06074",0,0,7977,2,41.833848,-72.5705325
"1904",2020-03-05,"06076",1,0,6367,3,41.986640815,-72.2533375
"1905",2020-03-05,"06078",0,0,9051,1,41.976171629,-72.65770167
"1906",2020-03-05,"06081",0,0,8078,1,41.905697,-72.7715895
"1907",2020-03-05,"06082",0,0,7339,2,41.984446,-72.5570815
"1908",2020-03-05,"06084",0,0,6970,1,41.882047,-72.361168
"1909",2020-03-05,"06085",0,0,7431,1,41.7468985,-72.880995
"1910",2020-03-05,"06088",0,0,7568,1,41.9033475,-72.592533
"1911",2020-03-05,"06089",2,0,9156,4,41.8387975,-72.831442
"1912",2020-03-05,"06090",0,0,7312,2,41.9545455,-72.8658435
"1913",2020-03-05,"06091",1,0,5732,4,42.002732904,-72.9820655
"1914",2020-03-05,"06092",0,1,7330,4,41.861663,-72.8497045
"1915",2020-03-05,"06093",0,0,7239,2,42.005542,-72.72442587
"1916",2020-03-05,"06095",0,0,7567,2,41.865898,-72.6818835
"1917",2020-03-05,"06096",0,0,7424,1,41.9234965,-72.6594105
"1918",2020-03-05,"06098",1,0,7786,2,41.946750222,-73.0648565
"1919",2020-03-05,"06103",0,0,8259,2,41.768549,-72.6745365
"1920",2020-03-05,"06105",0,1,7785,3,41.7779495,-72.702138
"1921",2020-03-05,"06106",0,0,8034,3,41.7414495,-72.687187
"1922",2020-03-05,"06107",0,0,7893,1,41.75265,-72.758573
"1923",2020-03-05,"06108",0,0,6610,1,41.777599,-72.621378
"1924",2020-03-05,"06109",0,0,5573,1,41.7036995,-72.662837
"1925",2020-03-05,"06110",0,0,8027,1,41.73425,-72.7381895
"1926",2020-03-05,"06111",0,1,6646,2,41.6856495,-72.731196
"1927",2020-03-05,"06112",0,0,7474,1,41.791187,-72.6968875
"1928",2020-03-05,"06114",1,0,8959,3,41.7454495,-72.670287
"1929",2020-03-05,"06117",0,0,7472,2,41.7813995,-72.7574895
"1930",2020-03-05,"06118",0,0,7752,3,41.7448355,-72.6121345
"1931",2020-03-05,"06119",1,0,7227,4,41.7637495,-72.7265885
"1932",2020-03-05,"06120",0,0,8858,1,41.788049,-72.667336
"1933",2020-03-05,"06226",0,0,8015,1,41.7093655,-72.2109645
"1934",2020-03-05,"06231",0,0,7282,2,41.627599,-72.372719
"1935",2020-03-05,"06232",0,0,7407,2,41.732026,-72.374618
"1936",2020-03-05,"06234",0,0,7248,3,41.784606,-71.9628505
"1937",2020-03-05,"06235",0,0,7228,1,41.811508,-72.1279515
"1938",2020-03-05,"06237",0,0,6841,2,41.690941,-72.2980185
"1939",2020-03-05,"06238",0,0,6938,2,41.777595,-72.334272
"1940",2020-03-05,"06239",0,1,7485,2,41.788984,-71.85521753
"1941",2020-03-05,"06241",0,0,9115,3,41.853812813,-71.86030059
"1942",2020-03-05,"06242",0,0,9083,2,41.901662,-72.100683
"1943",2020-03-05,"06247",0,0,6065,1,41.764698,-72.068482
"1944",2020-03-05,"06248",0,0,6639,3,41.682179,-72.4007775
"1945",2020-03-05,"06249",0,0,8661,2,41.6265445,-72.245804
"1946",2020-03-05,"06250",2,0,8171,4,41.781562,-72.2061075
"1947",2020-03-05,"06254",1,2,7594,4,41.6142705,-72.149072
"1948",2020-03-05,"06255",0,0,7952,3,41.978582407,-71.901796
"1949",2020-03-05,"06256",0,0,7252,1,41.7561135,-72.1288565
"1950",2020-03-05,"06259",0,0,8148,1,41.8618165,-71.9943135
"1951",2020-03-05,"06260",2,0,8833,3,41.90082831,-71.86525094
"1952",2020-03-05,"06262",0,0,7880,1,42.020178091,-71.9478735
"1953",2020-03-05,"06264",0,0,7078,3,41.6930585,-72.102132
"1954",2020-03-05,"06266",0,0,7296,3,41.6737795,-72.1482635
"1955",2020-03-05,"06268",0,0,7187,2,41.7911465,-72.2532095
"1956",2020-03-05,"06269",0,0,7587,1,41.804209,-72.250869
"1957",2020-03-05,"06277",0,0,7711,1,41.977030122,-71.8610759
"1958",2020-03-05,"06278",0,0,7673,1,41.895535,-72.164752
"1959",2020-03-05,"06279",0,0,6754,1,41.8966655,-72.2733795
"1960",2020-03-05,"06280",0,0,7843,1,41.70083,-72.138186
"1961",2020-03-05,"06281",0,0,6562,1,41.969208257,-72.01467455
"1962",2020-03-05,"06282",0,0,8572,1,41.9423045,-72.061495
"1963",2020-03-05,"06320",0,0,9511,2,41.345452583,-72.1087705
"1964",2020-03-05,"06330",1,0,8123,3,41.642066,-72.067582
"1965",2020-03-05,"06331",0,0,7623,1,41.697212,-71.99386
"1966",2020-03-05,"06333",9,6,8956,5,41.3765475,-72.2368105
"1967",2020-03-05,"06334",0,0,6619,1,41.546748,-72.179573
"1968",2020-03-05,"06335",0,0,7203,1,41.439648,-72.062324
"1969",2020-03-05,"06336",1,1,7805,3,41.580798,-72.194556
"1970",2020-03-05,"06339",0,0,7669,1,41.4442295,-71.9988785
"1971",2020-03-05,"06340",0,0,8262,1,41.358567831,-72.035169
"1972",2020-03-05,"06351",0,1,7946,3,41.599186,-71.962785
"1973",2020-03-05,"06354",2,0,6348,4,41.7048385,-71.8489915
"1974",2020-03-05,"06355",1,0,6779,4,41.376712004,-71.9765675
"1975",2020-03-05,"06357",0,0,7269,1,41.331056721,-72.215723
"1976",2020-03-05,"06359",0,0,8105,2,41.472796406,-71.87991184
"1977",2020-03-05,"06360",0,0,8372,2,41.536679,-72.0022545
"1978",2020-03-05,"06365",0,0,8366,2,41.519179,-71.95439
"1979",2020-03-05,"06370",0,0,6507,3,41.4645975,-72.188621
"1980",2020-03-05,"06371",0,0,6415,2,41.359299358,-72.33961925
"1981",2020-03-05,"06373",0,0,7287,1,41.669529314,-71.8055435
"1982",2020-03-05,"06374",0,0,8958,2,41.69105,-71.909045
"1983",2020-03-05,"06375",0,0,6667,2,41.398998,-72.1329215
"1984",2020-03-05,"06376",0,0,8129,2,41.2947745,-72.256424
"1985",2020-03-05,"06377",0,0,6633,1,41.720241757,-71.81899347
"1986",2020-03-05,"06378",0,0,6909,2,41.380467223,-71.9177436
"1987",2020-03-05,"06379",1,2,8732,3,41.368473572,-71.86416896
"1988",2020-03-05,"06380",0,0,9008,1,41.570348,-72.0544705
"1989",2020-03-05,"06382",0,0,6595,2,41.461548,-72.130872
"1990",2020-03-05,"06384",0,0,7362,1,41.5770525,-71.86072971
"1991",2020-03-05,"06385",0,1,7004,3,41.359548,-72.1602215
"1992",2020-03-05,"06401",0,0,7789,2,41.3432825,-73.0706515
"1993",2020-03-05,"06403",0,0,8139,2,41.418219,-73.0588355
"1994",2020-03-05,"06405",0,0,7150,1,41.28827042,-72.794942
"1995",2020-03-05,"06409",0,1,8192,3,41.3488045,-72.4178625
"1996",2020-03-05,"06410",1,1,8036,4,41.505947,-72.9081225
"1997",2020-03-05,"06412",0,0,8202,1,41.403088,-72.483442
"1998",2020-03-05,"06413",0,1,7284,2,41.298622694,-72.53628225
"1999",2020-03-05,"06415",0,0,7637,1,41.5471395,-72.343027
"2000",2020-03-05,"06416",0,0,6518,2,41.606102,-72.66779
"2001",2020-03-05,"06417",0,0,7912,2,41.367911,-72.4540115
"2002",2020-03-05,"06418",0,0,6294,2,41.327146,-73.0815475
"2003",2020-03-05,"06419",0,0,8835,2,41.376444,-72.583236
"2004",2020-03-05,"06420",0,0,8456,1,41.4858115,-72.267777
"2005",2020-03-05,"06422",0,0,7034,2,41.4617685,-72.6775505
"2006",2020-03-05,"06423",0,0,7508,1,41.477734,-72.390982
"2007",2020-03-05,"06424",1,0,8099,2,41.5572605,-72.4947215
"2008",2020-03-05,"06426",0,1,8312,2,41.352391,-72.3999315
"2009",2020-03-05,"06430",0,0,7009,3,41.174596,-73.28431
"2010",2020-03-05,"06432",0,0,6626,1,41.196246,-73.2446085
"2011",2020-03-05,"06437",0,0,7014,3,41.3391385,-72.690719
"2012",2020-03-05,"06438",0,0,6512,1,41.4601525,-72.4975835
"2013",2020-03-05,"06441",0,0,6914,1,41.4628325,-72.580045
"2014",2020-03-05,"06442",0,0,7207,2,41.344698,-72.444631
"2015",2020-03-05,"06443",0,0,7867,1,41.3443485,-72.60872551
"2016",2020-03-05,"06447",0,0,7111,2,41.636349,-72.4567795
"2017",2020-03-05,"06450",0,0,6817,3,41.537225,-72.7800865
"2018",2020-03-05,"06451",0,0,9683,1,41.5422135,-72.8195295
"2019",2020-03-05,"06455",0,0,6810,1,41.518291,-72.7130475
"2020",2020-03-05,"06457",0,0,7069,2,41.5496975,-72.653095
"2021",2020-03-05,"06460",0,0,7446,2,41.2240965,-73.05286363
"2022",2020-03-05,"06468",0,0,7797,1,41.3418455,-73.231708
"2023",2020-03-05,"06469",0,0,9136,1,41.5061835,-72.4430765
"2024",2020-03-05,"06470",1,1,7363,3,41.394745,-73.3142115
"2025",2020-03-05,"06471",0,0,8351,2,41.338597,-72.782892
"2026",2020-03-05,"06472",0,0,6651,2,41.376419,-72.7691915
"2027",2020-03-05,"06473",0,0,7767,3,41.383447,-72.8634905
"2028",2020-03-05,"06475",1,1,6844,3,41.301433,-72.390459
"2029",2020-03-05,"06477",0,0,8352,1,41.279497,-73.03295
"2030",2020-03-05,"06478",5,4,6894,5,41.42863,-73.1428835
"2031",2020-03-05,"06479",0,0,7735,2,41.576095,-72.9006965
"2032",2020-03-05,"06480",0,0,8754,2,41.583827,-72.587932
"2033",2020-03-05,"06481",0,0,6537,1,41.5344515,-72.700163
"2034",2020-03-05,"06482",0,0,8075,2,41.4047505,-73.250359
"2035",2020-03-05,"06483",0,0,6803,2,41.384598,-73.0943275
"2036",2020-03-05,"06484",0,0,8700,1,41.315846,-73.135431
"2037",2020-03-05,"06488",0,0,7459,3,41.4674795,-73.240607
"2038",2020-03-05,"06489",0,0,7461,1,41.600498,-72.876422
"2039",2020-03-05,"06490",0,1,7838,2,41.143267183,-73.293099
"2040",2020-03-05,"06492",0,0,8185,1,41.456603,-72.810266
"2041",2020-03-05,"06498",0,0,8753,2,41.308923975,-72.46529632
"2042",2020-03-05,"06504",0,0,7959,1,41.303647,-72.934946
"2043",2020-03-05,"06510",3,0,7949,2,41.307697,-72.926446
"2044",2020-03-05,"06511",1,1,7844,2,41.308047,-72.923896
"2045",2020-03-05,"06512",3,0,7110,3,41.283747,-72.864094
"2046",2020-03-05,"06513",0,0,6381,1,41.315426,-72.8627945
"2047",2020-03-05,"06514",0,0,7337,2,41.3721665,-72.941369
"2048",2020-03-05,"06515",0,0,7479,1,41.3305385,-72.9685975
"2049",2020-03-05,"06516",0,0,7444,2,41.274447,-72.95767324
"2050",2020-03-05,"06517",0,1,6595,2,41.345797,-72.904446
"2051",2020-03-05,"06518",0,0,8992,2,41.417547,-72.907346
"2052",2020-03-05,"06519",6,0,8322,3,41.293447,-72.9385965
"2053",2020-03-05,"06524",0,0,6147,3,41.4298385,-72.993253
"2054",2020-03-05,"06525",0,0,7770,3,41.3530465,-73.0017995
"2055",2020-03-05,"06604",0,0,7023,1,41.188977,-73.211005
"2056",2020-03-05,"06605",0,0,7816,1,41.161449194,-73.216557
"2057",2020-03-05,"06606",0,1,7498,4,41.208796,-73.2115575
"2058",2020-03-05,"06607",0,0,8143,2,41.1762965,-73.1663045
"2059",2020-03-05,"06608",0,0,8335,1,41.188746,-73.180356
"2060",2020-03-05,"06610",0,0,6243,2,41.206646,-73.171405
"2061",2020-03-05,"06611",0,0,9437,1,41.259907,-73.208257
"2062",2020-03-05,"06612",0,0,7935,2,41.2725455,-73.302861
"2063",2020-03-05,"06614",0,0,7393,1,41.230496,-73.1257035
"2064",2020-03-05,"06615",0,0,7436,2,41.1729465,-73.13923432
"2065",2020-03-05,"06702",0,0,7080,3,41.559746,-73.0431255
"2066",2020-03-05,"06704",0,0,8053,2,41.582897,-73.033901
"2067",2020-03-05,"06705",0,0,6981,2,41.551547,-72.992688
"2068",2020-03-05,"06706",0,0,8370,1,41.534596,-73.0231505
"2069",2020-03-05,"06708",0,0,7440,3,41.543396,-73.065152
"2070",2020-03-05,"06710",1,0,6563,3,41.5696465,-73.0468515
"2071",2020-03-05,"06712",0,0,7206,1,41.499397,-72.976401
"2072",2020-03-05,"06716",0,0,6379,2,41.598854,-72.9775585
"2073",2020-03-05,"06750",1,0,7491,2,41.7249315,-73.2564865
"2074",2020-03-05,"06751",0,0,7663,1,41.6421055,-73.211003
"2075",2020-03-05,"06752",0,0,8991,1,41.517055,-73.358267
"2076",2020-03-05,"06754",0,0,6693,1,41.7976265,-73.3687625
"2077",2020-03-05,"06755",0,0,7620,1,41.646678,-73.480072
"2078",2020-03-05,"06756",0,0,9044,1,41.8488635,-73.2362045
"2079",2020-03-05,"06757",0,0,8177,2,41.728729495,-73.44868737
"2080",2020-03-05,"06759",0,0,7427,1,41.7560665,-73.2157455
"2081",2020-03-05,"06762",0,0,7203,2,41.528874,-73.117314
"2082",2020-03-05,"06763",0,1,6819,2,41.69008,-73.211809
"2083",2020-03-05,"06770",0,1,7755,3,41.487842,-73.061246
"2084",2020-03-05,"06776",0,0,7812,2,41.5873105,-73.4159895
"2085",2020-03-05,"06777",0,0,7571,1,41.708186,-73.3326235
"2086",2020-03-05,"06778",0,0,7291,2,41.694945,-73.108706
"2087",2020-03-05,"06779",1,0,6477,3,41.5953465,-73.080253
"2088",2020-03-05,"06782",0,0,8147,1,41.6576475,-73.047044
