Date,Total Count ,count_ag0_4,count5_17,count18_64,count65p
3/30/2008,176,62,19,69,26
3/31/2008,189,56,38,71,24
4/1/2008,184,57,28,83,16
4/2/2008,154,51,16,77,9
4/3/2008,187,66,23,76,21
4/4/2008,151,60,13,61,15
4/5/2008,163,57,20,66,18
4/6/2008,158,67,25,48,18
4/7/2008,186,63,29,75,17
4/8/2008,183,52,28,87,16
4/9/2008,181,50,25,85,20
4/10/2008,162,54,20,74,14
4/11/2008,152,59,29,49,15
4/12/2008,140,57,8,59,15
4/13/2008,177,62,26,67,20
4/14/2008,185,68,29,71,17
4/15/2008,171,44,22,81,24
4/16/2008,138,47,21,61,9
4/17/2008,139,37,23,64,15
4/18/2008,154,54,24,61,14
4/19/2008,141,56,16,50,16
4/20/2008,162,65,16,59,19
4/21/2008,182,60,22,77,22
4/22/2008,174,56,16,87,14
4/23/2008,180,58,26,78,18
4/24/2008,134,56,11,48,18
4/25/2008,135,47,18,52,17
4/26/2008,152,62,19,55,15
4/27/2008,163,60,12,75,15
4/28/2008,184,59,31,72,22
4/29/2008,171,52,20,74,25
4/30/2008,170,54,27,70,19
5/1/2008,162,57,20,68,16
5/2/2008,162,43,22,71,26
5/3/2008,123,49,13,42,16
5/4/2008,137,61,19,38,19
5/5/2008,149,41,26,59,22
5/6/2008,144,50,23,52,19
5/7/2008,129,41,15,64,8
5/8/2008,141,43,25,60,13
5/9/2008,114,47,9,42,16
5/10/2008,109,37,12,41,18
5/11/2008,118,31,19,57,11
5/12/2008,140,39,18,63,19
5/13/2008,144,42,22,63,16
5/14/2008,147,43,9,66,29
5/15/2008,134,32,20,65,17
5/16/2008,96,29,6,54,7
5/17/2008,124,39,16,55,14
5/18/2008,133,49,11,53,19
5/19/2008,148,40,24,61,23
5/20/2008,139,34,18,69,18
5/21/2008,120,34,10,63,13
5/22/2008,125,33,25,42,24
5/23/2008,110,36,15,41,18
5/24/2008,110,35,12,53,9
5/25/2008,120,41,13,48,17
5/26/2008,147,51,24,55,17
5/27/2008,131,30,24,58,16
5/28/2008,144,38,23,59,21
5/29/2008,116,31,18,53,14
5/30/2008,121,27,16,61,16
5/31/2008,128,46,12,54,13
6/1/2008,124,36,16,57,15
6/2/2008,136,45,16,61,14
6/3/2008,149,47,15,65,22
6/4/2008,116,40,12,45,18
6/5/2008,116,24,16,53,22
6/6/2008,104,29,3,53,19
6/7/2008,100,28,11,45,15
6/8/2008,119,35,12,51,20
6/9/2008,148,30,12,80,26
6/10/2008,157,42,11,77,27
6/11/2008,154,34,20,78,22
6/12/2008,132,42,10,62,17
6/13/2008,134,33,18,60,23
6/14/2008,123,35,10,59,19
6/15/2008,119,27,17,60,15
6/16/2008,137,25,22,66,22
6/17/2008,125,27,14,70,14
6/18/2008,144,35,11,77,21
6/19/2008,139,40,15,67,17
6/20/2008,138,43,14,60,21
6/21/2008,138,38,11,67,22
6/22/2008,133,40,13,66,14
6/23/2008,122,34,10,66,12
6/24/2008,115,28,12,57,18
6/25/2008,136,33,14,74,15
6/26/2008,129,34,14,62,18
6/27/2008,132,33,18,70,11
6/28/2008,115,37,6,59,13
6/29/2008,139,40,12,73,13
6/30/2008,146,37,14,71,23
7/1/2008,141,36,12,76,17
7/2/2008,132,29,13,73,16
7/3/2008,150,40,10,79,20
7/4/2008,115,40,5,55,13
7/5/2008,122,43,13,46,20
7/6/2008,112,36,13,54,9
7/7/2008,157,48,16,75,18
7/8/2008,151,41,14,78,18
7/9/2008,170,40,14,97,19
7/10/2008,154,48,15,70,21
7/11/2008,141,39,11,68,23
7/12/2008,104,28,10,50,16
7/13/2008,121,36,4,61,18
7/14/2008,162,41,13,87,21
7/15/2008,126,32,11,69,14
7/16/2008,142,39,20,64,19
7/17/2008,143,34,13,70,25
7/18/2008,105,25,8,57,14
7/19/2008,104,31,9,49,15
7/20/2008,125,38,14,61,11
7/21/2008,135,36,13,62,23
7/22/2008,161,37,16,85,23
7/23/2008,128,31,10,73,14
7/24/2008,126,33,16,58,19
7/25/2008,109,32,11,55,11
7/26/2008,110,42,8,49,11
7/27/2008,131,42,23,51,14
7/28/2008,138,39,11,72,16
7/29/2008,121,29,12,62,18
7/30/2008,131,25,17,73,16
7/31/2008,119,33,13,53,19
8/1/2008,110,35,10,51,14
8/2/2008,101,29,8,51,13
8/3/2008,124,37,14,54,17
8/4/2008,136,35,8,73,20
8/5/2008,133,31,15,69,16
8/6/2008,120,27,8,70,13
8/7/2008,111,29,17,49,16
8/8/2008,109,35,10,47,17
8/9/2008,121,36,17,49,19
8/10/2008,123,36,15,62,9
8/11/2008,143,40,23,64,16
8/12/2008,127,24,13,74,14
8/13/2008,123,37,12,60,13
8/14/2008,119,33,7,63,14
8/15/2008,127,42,11,52,22
8/16/2008,96,29,9,43,15
8/17/2008,118,37,9,56,16
8/18/2008,128,34,18,64,12
8/19/2008,117,29,13,65,10
8/20/2008,116,37,17,49,13
8/21/2008,128,39,13,67,9
8/22/2008,110,33,13,50,12
8/23/2008,119,34,16,53,15
8/24/2008,116,36,8,61,11
8/25/2008,168,57,20,73,18
8/26/2008,115,29,17,55,14
8/27/2008,114,32,10,57,15
8/28/2008,118,32,16,53,17
8/29/2008,115,31,11,58,15
8/30/2008,103,20,15,56,11
8/31/2008,131,49,9,58,15
9/1/2008,134,38,19,57,17
9/2/2008,146,28,21,78,19
9/3/2008,135,33,16,69,16
9/4/2008,129,29,19,67,14
9/5/2008,101,29,11,47,14
9/6/2008,112,25,21,49,17
9/7/2008,112,32,6,55,18
9/8/2008,168,46,16,89,15
9/9/2008,120,39,9,53,18
9/10/2008,136,35,19,66,16
9/11/2008,150,46,15,67,21
9/12/2008,111,33,10,55,13
9/13/2008,109,31,12,52,13
9/14/2008,113,29,17,49,15
9/15/2008,169,51,17,78,22
9/16/2008,128,30,19,64,15
9/17/2008,148,44,15,72,17
9/18/2008,125,40,14,54,16
9/19/2008,112,38,10,55,8
9/20/2008,108,41,9,43,13
9/21/2008,92,31,6,44,11
9/22/2008,125,39,16,62,7
9/23/2008,112,31,11,54,16
9/24/2008,120,36,16,52,16
9/25/2008,106,32,7,52,15
9/26/2008,96,37,7,40,12
9/27/2008,113,34,14,49,16
9/28/2008,113,36,9,51,17
9/29/2008,139,41,15,59,23
9/30/2008,107,33,15,49,10
10/1/2008,113,33,7,54,18
10/2/2008,103,31,7,42,22
10/3/2008,107,32,9,55,11
10/4/2008,84,24,9,36,14
10/5/2008,89,28,8,40,13
10/6/2008,123,36,16,48,20
10/7/2008,113,27,14,58,14
10/8/2008,96,22,7,53,12
10/9/2008,138,45,11,59,22
10/10/2008,92,19,13,46,14
10/11/2008,117,39,7,54,16
10/12/2008,84,28,8,33,14
10/13/2008,136,40,9,66,20
10/14/2008,109,36,10,47,16
10/15/2008,112,33,16,49,13
10/16/2008,115,30,11,56,17
10/17/2008,95,39,10,35,10
10/18/2008,67,23,0,33,11
10/19/2008,97,32,14,40,11
10/20/2008,123,28,17,64,13
10/21/2008,122,32,14,62,14
10/22/2008,122,35,19,52,13
10/23/2008,109,45,14,36,12
10/24/2008,102,35,14,42,11
10/25/2008,103,41,14,37,10
10/26/2008,104,33,19,44,8
10/27/2008,134,24,19,66,23
10/28/2008,106,29,17,47,13
10/29/2008,131,43,23,50,15
10/30/2008,117,39,14,47,16
10/31/2008,116,33,14,52,17
11/1/2008,124,38,13,48,23
11/2/2008,113,48,17,36,11
11/3/2008,169,48,18,83,19
11/4/2008,145,53,19,56,16
11/5/2008,163,49,13,81,19
11/6/2008,145,54,24,60,6
11/7/2008,146,52,19,57,18
11/8/2008,134,47,20,48,18
11/9/2008,133,54,17,49,11
11/10/2008,139,49,12,56,20
11/11/2008,145,42,21,66,16
11/12/2008,164,63,24,64,12
11/13/2008,149,44,22,65,18
11/14/2008,129,59,16,42,12
11/15/2008,121,41,9,51,19
11/16/2008,141,44,21,53,23
11/17/2008,196,69,21,82,23
11/18/2008,132,41,17,60,13
11/19/2008,144,50,27,50,17
11/20/2008,144,42,21,59,21
11/21/2008,145,58,14,52,21
11/22/2008,141,53,13,57,17
11/23/2008,157,64,18,64,8
11/24/2008,207,66,27,90,23
11/25/2008,191,67,21,88,15
11/26/2008,206,88,15,74,26
11/27/2008,129,51,8,55,13
11/28/2008,209,84,19,81,24
11/29/2008,192,82,15,70,24
11/30/2008,211,88,17,85,19
12/1/2008,229,73,30,102,23
12/2/2008,216,65,26,97,27
12/3/2008,227,76,29,99,23
12/4/2008,214,80,29,85,17
12/5/2008,198,81,18,77,21
12/6/2008,213,84,24,79,24
12/7/2008,234,108,20,81,24
12/8/2008,241,79,30,93,36
12/9/2008,229,85,27,93,24
12/10/2008,218,87,29,87,15
12/11/2008,239,89,20,106,23
12/12/2008,246,106,17,94,28
12/13/2008,217,87,23,85,20
12/14/2008,235,75,29,101,30
12/15/2008,304,112,37,129,22
12/16/2008,244,85,24,114,21
12/17/2008,259,87,36,116,19
12/18/2008,230,90,15,95,29
12/19/2008,209,78,22,78,30
12/20/2008,220,88,22,86,23
12/21/2008,229,99,27,83,18
12/22/2008,230,81,20,94,32
12/23/2008,219,63,17,105,33
12/24/2008,152,58,16,67,11
12/25/2008,166,62,15,65,24
12/26/2008,245,74,19,118,33
12/27/2008,236,63,21,115,37
12/28/2008,247,92,27,97,28
12/29/2008,238,78,26,109,24
12/30/2008,231,79,17,102,31
12/31/2008,196,67,12,85,31
1/1/2009,206,87,17,83,16
1/2/2009,232,80,17,96,38
1/3/2009,235,97,22,92,23
1/4/2009,214,73,19,89,30
1/5/2009,275,81,34,128,30
1/6/2009,260,74,37,115,29
1/7/2009,193,57,33,77,25
1/8/2009,231,69,23,112,26
1/9/2009,216,73,18,97,28
1/10/2009,169,70,15,65,17
1/11/2009,198,64,23,78,32
1/12/2009,231,65,26,107,33
1/13/2009,226,74,26,92,34
1/14/2009,213,70,23,89,30
1/15/2009,205,67,23,93,21
1/16/2009,176,60,22,75,19
1/17/2009,194,74,15,81,23
1/18/2009,184,59,15,82,27
1/19/2009,213,64,24,94,31
1/20/2009,211,63,24,106,17
1/21/2009,201,58,28,94,19
1/22/2009,206,60,25,89,32
1/23/2009,193,63,17,80,31
1/24/2009,188,71,24,74,19
1/25/2009,200,68,21,91,19
1/26/2009,206,75,17,84,29
1/27/2009,197,61,32,81,23
1/28/2009,203,61,27,92,23
1/29/2009,181,57,22,83,19
1/30/2009,206,70,19,95,22
1/31/2009,171,51,23,78,19
2/1/2009,184,61,25,73,25
2/2/2009,217,70,32,88,27
2/3/2009,223,42,29,130,22
2/4/2009,187,61,24,83,18
2/5/2009,185,57,25,74,28
2/6/2009,185,60,28,80,17
2/7/2009,195,62,30,77,23
2/8/2009,178,57,25,75,21
2/9/2009,219,65,42,88,22
2/10/2009,203,67,27,88,19
2/11/2009,190,54,27,81,27
2/12/2009,194,54,19,89,32
2/13/2009,185,54,13,85,31
2/14/2009,154,58,13,60,23
2/15/2009,187,65,21,76,25
2/16/2009,200,74,20,77,29
2/17/2009,215,71,23,96,25
2/18/2009,216,67,23,99,27
2/19/2009,187,69,20,72,26
2/20/2009,180,70,17,74,16
2/21/2009,178,69,17,70,22
2/22/2009,190,68,22,83,17
2/23/2009,221,70,34,92,25
2/24/2009,206,72,34,78,21
2/25/2009,204,65,35,86,17
2/26/2009,198,66,23,90,17
2/27/2009,187,70,17,68,31
2/28/2009,152,57,15,53,27
3/1/2009,200,82,29,65,24
3/2/2009,173,54,23,71,25
3/3/2009,230,83,39,88,19
3/4/2009,207,69,25,89,23
3/5/2009,180,58,21,84,16
3/6/2009,178,51,25,77,25
3/7/2009,159,62,13,63,20
3/8/2009,187,69,22,78,16
3/9/2009,190,54,25,76,34
3/10/2009,176,59,29,68,20
3/11/2009,174,60,28,66,20
3/12/2009,172,63,19,63,27
3/13/2009,176,58,23,69,26
3/14/2009,149,54,18,56,18
3/15/2009,174,66,24,59,24
3/16/2009,176,54,30,68,24
3/17/2009,179,54,30,76,19
3/18/2009,193,70,28,76,18
3/19/2009,171,56,25,83,7
3/20/2009,164,52,26,63,23
3/21/2009,158,61,18,62,17
3/22/2009,158,64,22,59,12
3/23/2009,188,62,23,85,18
3/24/2009,187,61,32,73,21
3/25/2009,194,73,23,74,24
3/26/2009,180,56,29,79,16
3/27/2009,152,52,20,61,18
3/28/2009,172,63,21,65,23
3/29/2009,174,68,23,59,22
3/30/2009,223,80,27,94,22
3/31/2009,220,84,38,80,17
4/1/2009,172,60,32,70,10
4/2/2009,203,71,25,83,24
4/3/2009,151,52,19,63,14
4/4/2009,158,56,19,62,21
4/5/2009,152,61,16,60,15
4/6/2009,172,53,25,72,22
4/7/2009,182,62,23,69,26
4/8/2009,165,55,23,72,14
4/9/2009,154,37,21,81,15
4/10/2009,138,53,18,49,18
4/11/2009,163,60,16,70,17
4/12/2009,153,67,17,58,10
4/13/2009,179,62,22,79,16
4/14/2009,152,61,19,55,17
4/15/2009,193,65,16,82,29
4/16/2009,154,47,18,66,23
4/17/2009,157,68,15,62,12
4/18/2009,149,54,19,58,17
4/19/2009,166,70,18,64,13
4/20/2009,194,53,29,89,23
4/21/2009,177,53,29,75,17
4/22/2009,164,51,25,69,19
4/23/2009,156,55,20,65,15
4/24/2009,147,55,22,53,17
4/25/2009,154,56,19,57,22
4/26/2009,199,72,30,80,17
4/27/2009,268,69,49,112,37
4/28/2009,263,81,50,112,19
4/29/2009,270,83,52,109,25
4/30/2009,272,84,55,111,21
5/1/2009,208,70,41,86,11
5/2/2009,205,71,42,77,13
5/3/2009,187,51,37,85,12
5/4/2009,253,66,58,112,17
5/5/2009,219,53,43,102,21
5/6/2009,173,52,25,82,14
5/7/2009,138,32,20,68,18
5/8/2009,154,48,19,63,23
5/9/2009,124,33,23,60,8
5/10/2009,133,42,15,59,17
5/11/2009,165,36,26,79,23
5/12/2009,176,41,30,76,27
5/13/2009,129,25,14,78,12
5/14/2009,142,33,28,65,16
5/15/2009,142,39,20,61,21
5/16/2009,140,41,29,61,9
5/17/2009,177,57,35,64,21
5/18/2009,176,46,34,81,15
5/19/2009,192,38,41,102,11
5/20/2009,200,55,45,83,15
5/21/2009,182,47,31,89,15
5/22/2009,158,28,36,80,12
5/23/2009,178,38,39,79,20
5/24/2009,165,31,41,71,20
5/25/2009,194,52,37,83,21
5/26/2009,205,39,47,94,24
5/27/2009,164,28,31,94,11
5/28/2009,173,37,40,84,12
5/29/2009,142,38,26,63,15
5/30/2009,169,46,25,82,16
5/31/2009,192,54,37,90,11
6/1/2009,165,46,23,76,20
6/2/2009,186,46,35,90,14
6/3/2009,156,42,19,86,9
6/4/2009,134,27,21,73,13
6/5/2009,150,33,23,79,13
6/6/2009,131,32,20,60,19
6/7/2009,109,31,17,48,13
6/8/2009,167,31,31,79,26
6/9/2009,168,35,18,97,18
6/10/2009,163,45,27,71,19
6/11/2009,133,36,9,67,21
6/12/2009,121,29,15,59,17
6/13/2009,114,26,14,60,13
6/14/2009,140,33,20,66,20
6/15/2009,156,39,20,82,13
6/16/2009,125,30,12,68,15
6/17/2009,112,31,16,54,11
6/18/2009,114,19,19,65,11
6/19/2009,131,25,22,64,18
6/20/2009,110,31,9,59,11
6/21/2009,117,28,18,54,17
6/22/2009,141,24,23,65,29
6/23/2009,123,25,16,68,14
6/24/2009,119,32,11,69,7
6/25/2009,102,25,8,52,16
6/26/2009,121,35,15,53,18
6/27/2009,106,34,12,45,15
6/28/2009,111,36,10,46,19
6/29/2009,134,34,16,60,23
6/30/2009,120,32,10,56,22
7/1/2009,138,33,21,64,19
7/2/2009,124,28,18,57,20
7/3/2009,102,27,13,44,18
7/4/2009,104,30,9,55,9
7/5/2009,105,31,12,47,15
7/6/2009,140,33,13,78,16
7/7/2009,116,16,11,70,19
7/8/2009,108,41,2,48,16
7/9/2009,105,23,15,48,18
7/10/2009,88,28,10,40,10
7/11/2009,110,37,11,43,17
7/12/2009,109,35,16,39,16
7/13/2009,116,29,9,65,13
7/14/2009,99,22,7,53,16
7/15/2009,134,31,18,66,19
7/16/2009,138,31,16,71,20
7/17/2009,125,39,17,53,16
7/18/2009,100,25,15,48,12
7/19/2009,102,23,12,54,12
7/20/2009,128,35,11,58,24
7/21/2009,100,25,7,53,15
7/22/2009,132,32,12,71,17
7/23/2009,102,33,12,43,14
7/24/2009,106,25,9,59,12
7/25/2009,97,25,14,49,9
7/26/2009,66,13,7,36,10
7/27/2009,122,25,12,69,14
7/28/2009,114,24,9,63,17
7/29/2009,109,33,13,56,7
7/30/2009,110,28,10,51,21
7/31/2009,100,26,9,51,14
8/1/2009,100,29,11,47,12
8/2/2009,117,36,12,55,13
8/3/2009,122,30,17,60,15
8/4/2009,96,25,5,52,14
8/5/2009,101,23,8,58,11
8/6/2009,94,27,9,47,11
8/7/2009,109,37,9,50,12
8/8/2009,86,30,11,35,9
8/9/2009,124,41,10,59,14
8/10/2009,137,27,19,72,17
8/11/2009,124,30,13,60,21
8/12/2009,119,28,13,56,22
8/13/2009,143,33,14,74,21
8/14/2009,127,31,16,62,18
8/15/2009,105,32,10,47,16
8/16/2009,118,35,12,53,17
8/17/2009,143,36,15,76,16
8/18/2009,123,30,10,66,15
8/19/2009,107,28,9,51,19
8/20/2009,125,41,11,56,16
8/21/2009,116,31,11,56,17
8/22/2009,108,26,9,55,18
8/23/2009,101,42,12,36,11
8/24/2009,134,33,16,63,19
8/25/2009,118,25,13,61,18
8/26/2009,134,40,12,68,13
8/27/2009,123,30,14,61,18
8/28/2009,104,33,8,49,14
8/29/2009,105,42,7,42,13
8/30/2009,116,30,16,56,14
8/31/2009,122,27,14,58,23
9/1/2009,129,45,12,59,13
9/2/2009,115,28,12,64,10
9/3/2009,90,24,12,49,5
9/4/2009,123,31,15,59,17
9/5/2009,84,29,8,40,7
9/6/2009,104,29,14,49,11
9/7/2009,154,42,18,72,21
9/8/2009,134,31,9,75,19
9/9/2009,114,25,12,55,22
9/10/2009,122,28,9,71,14
9/11/2009,102,27,12,46,16
9/12/2009,114,37,17,40,19
9/13/2009,105,37,12,43,12
9/14/2009,144,44,22,56,22
9/15/2009,129,31,11,60,27
9/16/2009,120,35,13,51,21
9/17/2009,112,22,21,55,12
9/18/2009,101,29,12,47,12
9/19/2009,104,28,13,50,11
9/20/2009,91,27,8,44,12
9/21/2009,129,36,26,50,16
9/22/2009,102,21,15,50,15
9/23/2009,100,22,11,45,19
9/24/2009,132,34,16,66,16
9/25/2009,106,26,11,46,23
9/26/2009,81,26,5,35,14
9/27/2009,74,23,12,32,7
9/28/2009,98,27,14,42,14
9/29/2009,124,31,19,53,19
9/30/2009,134,42,15,57,18
10/1/2009,95,15,10,52,16
10/2/2009,99,30,7,50,12
10/3/2009,86,20,9,39,16
10/4/2009,107,25,15,53,13
10/5/2009,111,29,17,46,18
10/6/2009,108,23,16,52,16
10/7/2009,125,28,20,63,14
10/8/2009,101,28,12,52,9
10/9/2009,106,28,15,44,17
10/10/2009,84,32,7,28,17
10/11/2009,88,28,8,43,8
10/12/2009,136,37,13,65,20
10/13/2009,97,26,15,45,11
10/14/2009,103,29,13,46,15
10/15/2009,100,20,11,52,15
10/16/2009,100,32,16,40,12
10/17/2009,104,36,10,40,18
10/18/2009,89,22,14,42,10
10/19/2009,103,18,21,49,15
10/20/2009,119,25,20,52,22
10/21/2009,116,22,20,59,13
10/22/2009,97,20,11,50,15
10/23/2009,124,33,8,65,18
10/24/2009,87,20,13,40,13
10/25/2009,108,33,12,42,20
10/26/2009,146,33,20,69,23
10/27/2009,115,28,20,52,15
10/28/2009,104,32,14,44,14
10/29/2009,122,26,26,47,21
10/30/2009,109,26,19,49,15
10/31/2009,91,25,13,33,20
11/1/2009,95,28,12,46,9
11/2/2009,124,34,18,51,21
11/3/2009,124,26,17,64,16
11/4/2009,96,28,17,39,12
11/5/2009,109,35,22,36,16
11/6/2009,113,30,23,48,12
11/7/2009,95,34,12,36,12
11/8/2009,122,32,15,57,18
11/9/2009,122,27,24,52,19
11/10/2009,147,46,16,70,14
11/11/2009,109,32,14,49,14
11/12/2009,145,42,18,69,14
11/13/2009,146,43,28,60,15
11/14/2009,117,41,13,50,13
11/15/2009,147,47,18,62,19
11/16/2009,151,37,30,68,16
11/17/2009,132,38,17,58,18
11/18/2009,136,35,25,56,20
11/19/2009,122,33,16,57,16
11/20/2009,131,30,29,61,9
11/21/2009,119,30,15,57,17
11/22/2009,131,42,24,52,11
11/23/2009,136,36,27,57,16
11/24/2009,136,45,29,50,10
11/25/2009,120,26,19,58,14
11/26/2009,87,27,16,35,8
11/27/2009,111,23,20,47,21
11/28/2009,137,39,25,60,11
11/29/2009,150,48,22,63,16
11/30/2009,164,38,33,69,23
12/1/2009,136,34,26,67,9
12/2/2009,163,53,30,65,15
12/3/2009,150,47,25,62,16
12/4/2009,132,46,19,56,9
12/5/2009,116,38,16,49,13
12/6/2009,136,49,11,60,16
12/7/2009,143,40,26,59,16
12/8/2009,135,26,34,56,19
12/9/2009,146,35,25,74,11
12/10/2009,160,59,25,61,15
12/11/2009,130,44,25,47,13
12/12/2009,131,41,22,55,10
12/13/2009,131,54,17,44,15
12/14/2009,164,45,40,62,16
12/15/2009,169,56,26,68,19
12/16/2009,142,49,25,59,9
12/17/2009,160,43,25,74,15
12/18/2009,136,36,31,60,8
12/19/2009,135,35,28,57,14
12/20/2009,129,39,25,49,14
12/21/2009,188,45,41,79,22
12/22/2009,163,54,30,74,5
12/23/2009,161,36,30,81,12
12/24/2009,147,36,31,68,10
12/25/2009,142,53,24,56,9
12/26/2009,200,57,23,100,18
12/27/2009,178,42,28,94,14
12/28/2009,223,65,30,112,15
12/29/2009,148,43,18,71,16
12/30/2009,186,51,18,100,15
12/31/2009,132,28,23,66,13
1/1/2010,169,66,21,71,10
1/2/2010,195,65,29,81,20
1/3/2010,185,52,28,89,15
1/4/2010,186,52,36,89,8
1/5/2010,199,61,44,73,21
1/6/2010,202,49,37,95,20
1/7/2010,226,67,35,97,26
1/8/2010,173,54,25,80,13
1/9/2010,184,64,30,68,19
1/10/2010,202,64,40,80,18
1/11/2010,247,59,44,126,18
1/12/2010,244,54,33,136,21
1/13/2010,244,67,42,121,11
1/14/2010,224,42,53,109,19
1/15/2010,247,82,33,107,25
1/16/2010,237,78,47,98,14
1/17/2010,246,73,37,117,17
1/18/2010,307,104,45,134,23
1/19/2010,272,86,44,117,24
1/20/2010,276,68,50,132,26
1/21/2010,239,68,36,114,21
1/22/2010,228,66,38,104,19
1/23/2010,232,79,28,99,24
1/24/2010,243,88,43,88,23
1/25/2010,314,67,46,164,34
1/26/2010,284,82,41,128,33
1/27/2010,229,62,36,109,21
1/28/2010,243,61,41,125,16
1/29/2010,212,57,41,93,20
1/30/2010,204,56,28,97,20
1/31/2010,229,77,39,87,26
2/1/2010,241,72,43,109,17
2/2/2010,269,74,56,117,21
2/3/2010,218,73,45,86,14
2/4/2010,253,70,48,107,28
2/5/2010,223,68,36,92,26
2/6/2010,230,76,43,91,19
2/7/2010,228,77,47,82,20
2/8/2010,299,78,52,139,29
2/9/2010,243,64,43,115,21
2/10/2010,193,51,22,96,23
2/11/2010,293,86,51,122,33
2/12/2010,215,56,27,106,24
2/13/2010,242,77,31,98,36
2/14/2010,222,73,31,88,29
2/15/2010,264,96,38,105,25
2/16/2010,250,61,34,138,16
2/17/2010,211,63,34,96,17
2/18/2010,211,65,30,96,19
2/19/2010,190,43,28,102,16
2/20/2010,207,58,26,97,25
2/21/2010,178,53,28,75,20
2/22/2010,285,65,49,144,27
2/23/2010,237,55,36,123,22
2/24/2010,227,66,35,98,28
2/25/2010,183,47,37,87,12
2/26/2010,168,53,21,78,16
2/27/2010,193,60,33,82,18
2/28/2010,202,64,27,88,23
3/1/2010,209,57,32,99,21
3/2/2010,210,48,31,101,28
3/3/2010,198,43,31,99,22
3/4/2010,185,53,29,87,16
3/5/2010,177,49,24,73,30
3/6/2010,157,49,22,71,15
3/7/2010,177,43,33,74,27
3/8/2010,257,68,40,120,29
3/9/2010,221,49,52,97,22
3/10/2010,234,61,45,108,20
3/11/2010,220,56,49,98,17
3/12/2010,193,38,28,100,27
3/13/2010,164,46,28,68,21
3/14/2010,181,52,33,82,13
3/15/2010,252,72,47,113,19
3/16/2010,181,51,31,85,14
3/17/2010,196,64,25,91,15
3/18/2010,171,50,26,74,20
3/19/2010,193,45,30,93,24
3/20/2010,169,47,29,74,17
3/21/2010,172,55,35,67,14
3/22/2010,215,53,36,107,18
3/23/2010,208,48,43,91,26
3/24/2010,197,57,40,82,18
3/25/2010,188,56,24,90,18
3/26/2010,148,41,22,71,12
3/27/2010,148,44,24,62,18
3/28/2010,165,57,32,58,17
3/29/2010,199,60,31,85,23
3/30/2010,162,51,22,74,13
3/31/2010,160,49,22,66,22
4/1/2010,164,43,20,82,18
4/2/2010,127,39,8,66,13
4/3/2010,148,47,16,61,23
4/4/2010,122,34,18,48,21
4/5/2010,187,52,20,89,25
4/6/2010,151,27,23,82,19
4/7/2010,165,43,13,80,28
4/8/2010,173,44,21,87,19
4/9/2010,128,36,11,66,14
4/10/2010,131,44,11,58,17
4/11/2010,138,43,24,54,14
4/12/2010,146,45,21,70,10
4/13/2010,144,41,30,60,13
4/14/2010,127,42,16,54,15
4/15/2010,169,53,26,63,27
4/16/2010,135,45,25,50,14
4/17/2010,151,41,23,65,20
4/18/2010,166,62,28,63,11
4/19/2010,202,60,34,90,18
4/20/2010,167,43,22,78,24
4/21/2010,169,45,26,79,19
4/22/2010,168,50,25,67,24
4/23/2010,149,52,14,64,19
4/24/2010,149,57,15,57,19
4/25/2010,145,58,21,57,9
4/26/2010,199,47,31,103,18
4/27/2010,194,57,27,87,21
4/28/2010,134,38,10,64,21
4/29/2010,128,39,25,53,10
4/30/2010,160,55,22,64,18
5/1/2010,138,40,21,59,17
5/2/2010,144,63,20,43,18
5/3/2010,179,46,31,84,18
5/4/2010,154,43,18,72,21
5/5/2010,154,45,25,65,18
5/6/2010,132,30,15,71,16
5/7/2010,120,41,11,49,19
5/8/2010,123,35,15,57,14
5/9/2010,131,45,23,52,11
5/10/2010,148,39,19,72,16
5/11/2010,131,30,22,63,16
5/12/2010,168,47,25,78,18
5/13/2010,153,46,26,56,24
5/14/2010,178,51,22,74,29
5/15/2010,147,54,16,57,19
5/16/2010,147,47,18,60,22
5/17/2010,190,49,20,102,18
5/18/2010,171,50,23,81,17
5/19/2010,181,45,36,77,22
5/20/2010,165,39,24,77,24
5/21/2010,157,41,19,81,16
5/22/2010,119,40,12,54,13
5/23/2010,133,40,16,54,21
5/24/2010,183,42,35,88,18
5/25/2010,156,42,20,71,22
5/26/2010,144,34,13,75,22
5/27/2010,116,37,20,48,11
5/28/2010,129,39,14,51,25
5/29/2010,142,49,22,55,15
5/30/2010,144,50,15,63,16
5/31/2010,125,37,19,55,14
6/1/2010,170,47,28,79,15
6/2/2010,157,34,26,76,21
6/3/2010,158,46,27,66,18
6/4/2010,147,42,17,70,17
6/5/2010,141,32,21,69,19
6/6/2010,136,42,16,59,18
6/7/2010,189,53,23,85,28
6/8/2010,140,25,22,72,19
6/9/2010,109,33,11,55,9
6/10/2010,126,32,13,64,17
6/11/2010,126,41,21,52,12
6/12/2010,132,45,9,62,16
6/13/2010,121,32,18,55,15
6/14/2010,160,42,22,77,19
6/15/2010,150,35,15,83,17
6/16/2010,136,32,19,65,20
6/17/2010,136,39,12,71,14
6/18/2010,113,41,9,47,16
6/19/2010,108,42,10,43,13
6/20/2010,125,40,15,57,13
6/21/2010,171,44,22,87,17
6/22/2010,120,34,8,58,19
6/23/2010,139,38,18,64,19
6/24/2010,156,44,11,79,21
6/25/2010,121,42,12,52,15
6/26/2010,125,37,12,55,21
6/27/2010,127,33,15,65,14
6/28/2010,154,41,16,84,13
